VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
4678,4678,Venkatesh,13,Male,0
4679,4679,Deepa,49,Female,0
4680,4680,Lakshmi,57,Male,0
4681,4681,Bhavya,56,Male,0
4682,4682,Kavya,66,Female,0
4683,4683,Ravi,49,Female,0
4684,4684,Bhavya,82,Male,0
4685,4685,Venkatesh,26,Female,0
4686,4686,Deepa,35,Female,0
4687,4687,Deepa,42,Male,0
4688,4688,Ravi,57,Female,0
4689,4689,Deepa,8,Male,0
4690,4690,Manjunath,85,Male,0
4691,4691,Deepa,69,Female,0
4692,4692,Venkatesh,55,Male,0
4693,4693,Nagaraj,34,Male,0
4694,4694,Sowmya,63,Female,0
4695,4695,Sowmya,71,Male,0
4696,4696,Venkatesh,25,Male,0
4697,4697,Deepa,43,Male,0
4698,4698,Kavya,33,Female,0
4699,4699,Pooja,69,Male,0
4700,4700,Anitha,1,Female,0
4701,4701,Deepa,78,Female,0
4702,4702,Bhavya,1,Male,0
4703,4703,Kavya,30,Female,0
4704,4704,Deepa,20,Female,0
4705,4705,Kavya,66,Female,0
4706,4706,Sowmya,37,Male,0
4707,4707,Nagaraj,4,Male,0
4708,4708,Nagaraj,81,Female,0
4709,4709,Pooja,35,Female,0
4710,4710,Ravi,83,Male,0
4711,4711,Anitha,75,Female,0
4712,4712,Ravi,15,Female,0
4713,4713,Nagaraj,70,Male,0
4714,4714,Pooja,30,Male,0
4715,4715,Bhavya,78,Female,0
4716,4716,Geetha,25,Female,0
4717,4717,Ravi,71,Male,0
4718,4718,Kavya,40,Female,0
4719,4719,Venkatesh,68,Female,0
4720,4720,Ravi,32,Male,0
4721,4721,Manjunath,72,Male,0
4722,4722,Deepa,81,Male,0
4723,4723,Kavya,80,Female,0
4724,4724,Anitha,33,Female,0
4725,4725,Deepa,78,Male,0
4726,4726,Deepa,24,Male,0
4727,4727,Pooja,5,Male,0
4728,4728,Manjunath,28,Female,0
4729,4729,Sowmya,41,Male,0
4730,4730,Ravi,85,Female,0
4731,4731,Venkatesh,16,Female,0
4732,4732,Deepa,34,Male,0
4733,4733,Nagaraj,65,Male,0
4734,4734,Nagaraj,11,Male,0
4735,4735,Venkatesh,47,Male,0
4736,4736,Deepa,54,Male,0
4737,4737,Anitha,19,Male,0
4738,4738,Ravi,15,Male,0
4739,4739,Deepa,21,Male,0
4740,4740,Bhavya,23,Male,0
4741,4741,Bhavya,44,Male,0
4742,4742,Kavya,55,Female,0
4743,4743,Ravi,57,Male,0
4744,4744,Venkatesh,75,Female,0
4745,4745,Sowmya,74,Male,0
4746,4746,Lakshmi,26,Female,0
4747,4747,Deepa,25,Male,0
4748,4748,Venkatesh,54,Female,0
4749,4749,Geetha,57,Female,0
4750,4750,Lakshmi,66,Female,0
4751,4751,Ravi,39,Female,0
4752,4752,Ravi,73,Female,0
4753,4753,Manjunath,29,Female,0
4754,4754,Lakshmi,4,Male,0
4755,4755,Deepa,14,Male,0
4756,4756,Pooja,6,Male,0
4757,4757,Anitha,61,Male,0
4758,4758,Geetha,29,Female,0
4759,4759,Anitha,28,Female,0
4760,4760,Bhavya,21,Female,0
4761,4761,Manjunath,63,Male,0
4762,4762,Sowmya,83,Male,0
4763,4763,Ravi,43,Female,0
4764,4764,Lakshmi,51,Male,0
4765,4765,Deepa,43,Female,0
4766,4766,Manjunath,64,Male,0
4767,4767,Lakshmi,13,Male,0
4768,4768,Pooja,8,Male,0
4769,4769,Kavya,15,Male,0
4770,4770,Venkatesh,32,Female,0
4771,4771,Sowmya,59,Male,0
4772,4772,Sowmya,79,Male,0
4773,4773,Nagaraj,32,Male,0
4774,4774,Anitha,22,Male,0
4775,4775,Bhavya,29,Male,0
4776,4776,Deepa,19,Male,0
4777,4777,Manjunath,85,Female,0
4778,4778,Anitha,14,Female,0
4779,4779,Venkatesh,46,Male,0
4780,4780,Geetha,33,Male,0
4781,4781,Bhavya,10,Male,0
4782,4782,Geetha,29,Male,0
4783,4783,Kavya,36,Male,0
4784,4784,Bhavya,13,Male,0
4785,4785,Lakshmi,20,Male,0
4786,4786,Venkatesh,55,Female,0
4787,4787,Lakshmi,81,Female,0
4788,4788,Geetha,44,Male,0
4789,4789,Venkatesh,45,Male,0
4790,4790,Deepa,72,Male,0
4791,4791,Manjunath,62,Male,0
4792,4792,Deepa,56,Female,0
4793,4793,Lakshmi,63,Male,0
4794,4794,Pooja,75,Female,0
4795,4795,Kavya,15,Male,0
4796,4796,Kavya,14,Female,0
4797,4797,Manjunath,30,Male,0
4798,4798,Ravi,49,Male,0
4799,4799,Sowmya,32,Female,0
4800,4800,Sowmya,53,Male,0
4801,4801,Lakshmi,24,Female,0
4802,4802,Kavya,24,Male,0
4803,4803,Manjunath,35,Male,0
4804,4804,Sowmya,28,Female,0
4805,4805,Lakshmi,81,Male,0
4806,4806,Geetha,5,Male,0
4807,4807,Geetha,49,Male,0
4808,4808,Kavya,38,Female,0
4809,4809,Kavya,2,Female,0
4810,4810,Kavya,44,Female,0
4811,4811,Deepa,71,Female,0
4812,4812,Nagaraj,47,Female,0
4813,4813,Pooja,80,Female,0
4814,4814,Geetha,11,Female,0
4815,4815,Nagaraj,61,Female,0
4816,4816,Nagaraj,72,Female,0
4817,4817,Bhavya,49,Female,0
4818,4818,Geetha,61,Female,0
4819,4819,Lakshmi,38,Male,0
4820,4820,Deepa,66,Male,0
4821,4821,Kavya,47,Female,0
4822,4822,Kavya,34,Male,0
4823,4823,Kavya,53,Male,0
4824,4824,Venkatesh,19,Male,0
4825,4825,Pooja,0,Male,0
4826,4826,Bhavya,30,Female,0
4827,4827,Kavya,20,Male,0
4828,4828,Deepa,25,Female,0
4829,4829,Nagaraj,28,Female,0
4830,4830,Nagaraj,66,Female,0
4831,4831,Pooja,85,Male,0
4832,4832,Venkatesh,49,Male,0
4833,4833,Pooja,65,Female,0
4834,4834,Nagaraj,74,Male,0
4835,4835,Venkatesh,12,Male,0
4836,4836,Sowmya,71,Female,0
4837,4837,Venkatesh,31,Male,0
4838,4838,Nagaraj,27,Female,0
4839,4839,Pooja,13,Female,0
4840,4840,Pooja,31,Female,0
4841,4841,Manjunath,42,Female,0
4842,4842,Deepa,47,Male,0
4843,4843,Pooja,51,Female,0
4844,4844,Nagaraj,63,Male,0
4845,4845,Lakshmi,10,Female,0
4846,4846,Geetha,57,Female,0
4847,4847,Kavya,30,Male,0
4848,4848,Kavya,78,Male,0
4849,4849,Bhavya,22,Female,0
4850,4850,Kavya,52,Male,0
4851,4851,Sowmya,69,Male,0
4852,4852,Geetha,10,Male,0
4853,4853,Venkatesh,59,Female,0
4854,4854,Anitha,15,Female,0
4855,4855,Geetha,23,Male,0
4856,4856,Sowmya,41,Male,0
4857,4857,Sowmya,11,Male,0
4858,4858,Kavya,80,Male,0
4859,4859,Ravi,76,Female,0
4860,4860,Nagaraj,44,Female,0
4861,4861,Kavya,60,Female,0
4862,4862,Ravi,75,Female,0
4863,4863,Pooja,9,Male,0
4864,4864,Bhavya,23,Male,0
4865,4865,Geetha,24,Female,0
4866,4866,Venkatesh,84,Female,0
4867,4867,Sowmya,50,Female,0
4868,4868,Pooja,30,Female,0
4869,4869,Ravi,46,Female,0
4870,4870,Bhavya,34,Female,0
4871,4871,Ravi,74,Female,0
4872,4872,Nagaraj,18,Male,0
4873,4873,Bhavya,65,Male,0
4874,4874,Anitha,76,Male,0
4875,4875,Kavya,15,Male,0
4876,4876,Nagaraj,32,Female,0
4877,4877,Manjunath,25,Male,0
4878,4878,Anitha,25,Male,0
4879,4879,Geetha,38,Female,0
4880,4880,Bhavya,72,Male,0
4881,4881,Nagaraj,44,Male,0
4882,4882,Bhavya,84,Female,0
4883,4883,Lakshmi,77,Female,0
4884,4884,Anitha,67,Male,0
4885,4885,Kavya,14,Male,0
4886,4886,Deepa,2,Male,0
4887,4887,Bhavya,40,Female,0
4888,4888,Anitha,34,Female,0
4889,4889,Anitha,47,Female,0
4890,4890,Geetha,30,Female,0
4891,4891,Nagaraj,0,Female,0
4892,4892,Geetha,35,Female,0
4893,4893,Nagaraj,66,Male,0
4894,4894,Venkatesh,63,Female,0
4895,4895,Anitha,49,Male,0
4896,4896,Deepa,70,Male,0
4897,4897,Manjunath,59,Male,0
4898,4898,Bhavya,6,Male,0
4899,4899,Nagaraj,22,Female,0
4900,4900,Sowmya,27,Female,0
4901,4901,Sowmya,17,Female,0
4902,4902,Lakshmi,48,Male,0
4903,4903,Ravi,53,Female,0
4904,4904,Bhavya,53,Male,0
4905,4905,Kavya,10,Female,0
4906,4906,Geetha,42,Male,0
4907,4907,Venkatesh,40,Male,0
4908,4908,Anitha,81,Female,0
4909,4909,Anitha,62,Male,0
4910,4910,Nagaraj,76,Male,0
4911,4911,Manjunath,69,Male,0
4912,4912,Kavya,23,Male,0
4913,4913,Officer_066,42,Female,1
4914,4914,Deepa,69,Female,0
4915,4915,Deepa,3,Female,0
4916,4916,Sowmya,21,Male,0
4917,4917,Geetha,83,Male,0
4918,4918,Officer_030,34,Female,1
4919,4919,Ravi,34,Male,0
4920,4920,Nagaraj,50,Female,0
4921,4921,Kavya,53,Male,0
4922,4922,Anitha,72,Female,0
4923,4923,Lakshmi,68,Female,0
4924,4924,Deepa,15,Male,0
4925,4925,Manjunath,72,Male,0
4926,4926,Venkatesh,66,Female,0
4927,4927,Bhavya,25,Male,0
4928,4928,Bhavya,23,Female,0
4929,4929,Nagaraj,83,Male,0
4930,4930,Bhavya,83,Female,0
4931,4931,Lakshmi,48,Female,0
4932,4932,Nagaraj,85,Male,0
4933,4933,Venkatesh,63,Female,0
4934,4934,Bhavya,34,Male,0
4935,4935,Pooja,19,Female,0
4936,4936,Deepa,81,Female,0
4937,4937,Nagaraj,70,Male,0
4938,4938,Manjunath,4,Male,0
4939,4939,Kavya,64,Female,0
4940,4940,Kavya,42,Female,0
4941,4941,Manjunath,65,Female,0
4942,4942,Lakshmi,0,Male,0
4943,4943,Bhavya,12,Female,0
4944,4944,Manjunath,5,Female,0
4945,4945,Geetha,74,Female,0
4946,4946,Ravi,9,Male,0
4947,4947,Lakshmi,4,Male,0
4948,4948,Anitha,2,Male,0
4949,4949,Venkatesh,10,Female,0
4950,4950,Pooja,23,Male,0
4951,4951,Deepa,25,Female,0
4952,4952,Ravi,69,Male,0
4953,4953,Geetha,13,Female,0
4954,4954,Bhavya,16,Male,0
4955,4955,Ravi,74,Female,0
4956,4956,Geetha,10,Female,0
4957,4957,Manjunath,44,Female,0
4958,4958,Manjunath,7,Female,0
4959,4959,Venkatesh,60,Male,0
4960,4960,Pooja,58,Male,0
4961,4961,Bhavya,46,Male,0
4962,4962,Lakshmi,5,Male,0
4963,4963,Geetha,52,Female,0
4964,4964,Manjunath,16,Male,0
4965,4965,Venkatesh,45,Female,0
4966,4966,Manjunath,70,Female,0
4967,4967,Lakshmi,38,Female,0
4968,4968,Geetha,78,Male,0
4969,4969,Deepa,36,Male,0
4970,4970,Sowmya,39,Male,0
4971,4971,Bhavya,64,Male,0
4972,4972,Pooja,77,Male,0
4973,4973,Lakshmi,53,Female,0
4974,4974,Bhavya,41,Male,0
4975,4975,Venkatesh,26,Male,0
4976,4976,Deepa,30,Male,0
4977,4977,Ravi,34,Male,0
4978,4978,Nagaraj,82,Male,0
4979,4979,Manjunath,61,Male,0
4980,4980,Deepa,68,Male,0
4981,4981,Deepa,79,Female,0
4982,4982,Venkatesh,17,Female,0
4983,4983,Venkatesh,64,Male,0
4984,4984,Pooja,22,Male,0
4985,4985,Bhavya,85,Male,0
4986,4986,Bhavya,71,Male,0
4987,4987,Manjunath,17,Male,0
4988,4988,Geetha,40,Male,0
4989,4989,Kavya,46,Female,0
4990,4990,Venkatesh,66,Female,0
4991,4991,Lakshmi,49,Female,0
4992,4992,Pooja,62,Female,0
4993,4993,Nagaraj,39,Male,0
4994,4994,Venkatesh,50,Female,0
4995,4995,Bhavya,22,Male,0
4996,4996,Deepa,57,Female,0
4997,4997,Nagaraj,7,Male,0
4998,4998,Nagaraj,3,Male,0
4999,4999,Venkatesh,2,Male,0
5000,5000,Anitha,46,Female,0
5001,5001,Sowmya,37,Female,0
5002,5002,Kavya,32,Male,0
5003,5003,Geetha,66,Female,0
5004,5004,Sowmya,71,Male,0
5005,5005,Bhavya,4,Female,0
5006,5006,Pooja,9,Female,0
5007,5007,Pooja,53,Male,0
5008,5008,Deepa,47,Male,0
5009,5009,Ravi,36,Female,0
5010,5010,Bhavya,48,Male,0
5011,5011,Deepa,26,Male,0
5012,5012,Deepa,3,Female,0
5013,5013,Deepa,23,Male,0
5014,5014,Anitha,63,Male,0
5015,5015,Geetha,82,Male,0
5016,5016,Sowmya,22,Male,0
5017,5017,Sowmya,43,Female,0
5018,5018,Deepa,20,Female,0
5019,5019,Nagaraj,5,Female,0
5020,5020,Pooja,83,Female,0
5021,5021,Anitha,72,Male,0
5022,5022,Bhavya,75,Male,0
5023,5023,Bhavya,8,Female,0
5024,5024,Sowmya,14,Female,0
5025,5025,Deepa,48,Male,0
5026,5026,Geetha,46,Male,0
5027,5027,Kavya,4,Female,0
5028,5028,Ravi,7,Female,0
5029,5029,Kavya,42,Male,0
5030,5030,Ravi,48,Male,0
5031,5031,Nagaraj,36,Male,0
5032,5032,Venkatesh,22,Female,0
5033,5033,Ravi,54,Female,0
5034,5034,Manjunath,40,Male,0
5035,5035,Deepa,33,Male,0
5036,5036,Sowmya,56,Male,0
5037,5037,Manjunath,53,Male,0
5038,5038,Geetha,18,Male,0
5039,5039,Bhavya,57,Male,0
5040,5040,Nagaraj,4,Male,0
5041,5041,Manjunath,41,Female,0
5042,5042,Manjunath,62,Male,0
5043,5043,Nagaraj,3,Female,0
5044,5044,Venkatesh,69,Male,0
5045,5045,Kavya,83,Female,0
5046,5046,Ravi,76,Male,0
5047,5047,Geetha,4,Male,0
5048,5048,Venkatesh,85,Female,0
5049,5049,Bhavya,36,Female,0
5050,5050,Geetha,48,Female,0
5051,5051,Pooja,84,Male,0
5052,5052,Lakshmi,17,Male,0
5053,5053,Anitha,24,Male,0
5054,5054,Kavya,29,Female,0
5055,5055,Venkatesh,84,Female,0
5056,5056,Venkatesh,25,Male,0
5057,5057,Venkatesh,43,Female,0
5058,5058,Lakshmi,47,Male,0
5059,5059,Sowmya,36,Male,0
5060,5060,Anitha,13,Male,0
5061,5061,Sowmya,41,Male,0
5062,5062,Officer_023,35,Male,1
5063,5063,Officer_044,39,Female,1
5064,5064,Sowmya,58,Female,0
5065,5065,Deepa,75,Male,0
5066,5066,Lakshmi,40,Female,0
5067,5067,Pooja,46,Male,0
5068,5068,Bhavya,43,Female,0
5069,5069,Pooja,46,Male,0
5070,5070,Geetha,43,Male,0
5071,5071,Nagaraj,37,Female,0
5072,5072,Nagaraj,10,Male,0
5073,5073,Nagaraj,60,Male,0
5074,5074,Anitha,81,Male,0
5075,5075,Deepa,56,Male,0
5076,5076,Geetha,53,Female,0
5077,5077,Sowmya,0,Male,0
5078,5078,Sowmya,38,Male,0
5079,5079,Anitha,20,Male,0
5080,5080,Ravi,51,Female,0
5081,5081,Venkatesh,37,Male,0
5082,5082,Bhavya,44,Female,0
5083,5083,Manjunath,1,Female,0
5084,5084,Deepa,9,Male,0
5085,5085,Deepa,22,Female,0
5086,5086,Ravi,60,Female,0
5087,5087,Geetha,35,Male,0
5088,5088,Kavya,26,Male,0
5089,5089,Geetha,83,Male,0
5090,5090,Ravi,25,Male,0
5091,5091,Ravi,16,Female,0
5092,5092,Anitha,49,Female,0
5093,5093,Ravi,82,Female,0
5094,5094,Pooja,44,Female,0
5095,5095,Geetha,26,Male,0
5096,5096,Pooja,73,Male,0
5097,5097,Geetha,56,Male,0
5098,5098,Venkatesh,49,Female,0
5099,5099,Ravi,68,Female,0
5100,5100,Pooja,62,Female,0
5101,5101,Sowmya,55,Male,0
5102,5102,Sowmya,36,Female,0
5103,5103,Sowmya,42,Female,0
5104,5104,Kavya,3,Male,0
5105,5105,Ravi,13,Male,0
5106,5106,Lakshmi,41,Male,0
5107,5107,Deepa,64,Male,0
5108,5108,Officer_071,37,Male,1
5109,5109,Bhavya,69,Female,0
5110,5110,Geetha,69,Female,0
5111,5111,Sowmya,54,Male,0
5112,5112,Officer_079,51,Male,1
5113,5113,Kavya,14,Female,0
5114,5114,Bhavya,50,Male,0
5115,5115,Sowmya,78,Female,0
5116,5116,Geetha,70,Female,0
5117,5117,Venkatesh,12,Female,0
5118,5118,Manjunath,5,Male,0
5119,5119,Sowmya,21,Female,0
5120,5120,Venkatesh,0,Male,0
5121,5121,Geetha,24,Female,0
5122,5122,Venkatesh,80,Female,0
5123,5123,Lakshmi,12,Male,0
5124,5124,Anitha,48,Male,0
5125,5125,Nagaraj,46,Female,0
5126,5126,Manjunath,42,Male,0
5127,5127,Pooja,61,Male,0
5128,5128,Venkatesh,72,Male,0
5129,5129,Bhavya,13,Male,0
5130,5130,Pooja,65,Male,0
5131,5131,Deepa,7,Female,0
5132,5132,Venkatesh,51,Male,0
5133,5133,Manjunath,8,Female,0
5134,5134,Sowmya,67,Male,0
5135,5135,Kavya,18,Female,0
5136,5136,Sowmya,49,Male,0
5137,5137,Venkatesh,77,Female,0
5138,5138,Nagaraj,15,Female,0
5139,5139,Manjunath,14,Male,0
5140,5140,Pooja,55,Female,0
5141,5141,Geetha,25,Female,0
5142,5142,Kavya,57,Female,0
5143,5143,Anitha,66,Male,0
5144,5144,Lakshmi,72,Female,0
5145,5145,Officer_028,41,Female,1
5146,5146,Anitha,85,Male,0
5147,5147,Venkatesh,15,Female,0
5148,5148,Venkatesh,55,Male,0
5149,5149,Lakshmi,10,Female,0
5150,5150,Pooja,35,Male,0
5151,5151,Pooja,2,Male,0
5152,5152,Kavya,73,Female,0
5153,5153,Venkatesh,64,Female,0
5154,5154,Ravi,53,Male,0
5155,5155,Bhavya,58,Male,0
5156,5156,Manjunath,84,Female,0
5157,5157,Deepa,75,Female,0
5158,5158,Anitha,1,Male,0
5159,5159,Nagaraj,17,Female,0
5160,5160,Nagaraj,14,Female,0
5161,5161,Kavya,52,Female,0
5162,5162,Ravi,7,Female,0
5163,5163,Pooja,21,Female,0
5164,5164,Pooja,1,Female,0
5165,5165,Manjunath,47,Female,0
5166,5166,Deepa,16,Male,0
5167,5167,Deepa,21,Female,0
5168,5168,Ravi,73,Male,0
5169,5169,Nagaraj,52,Female,0
5170,5170,Manjunath,1,Male,0
5171,5171,Sowmya,78,Male,0
5172,5172,Sowmya,11,Female,0
5173,5173,Venkatesh,42,Male,0
5174,5174,Geetha,35,Female,0
5175,5175,Ravi,73,Female,0
5176,5176,Deepa,21,Male,0
5177,5177,Nagaraj,10,Male,0
5178,5178,Anitha,39,Female,0
5179,5179,Kavya,48,Female,0
5180,5180,Deepa,57,Female,0
5181,5181,Nagaraj,40,Male,0
5182,5182,Lakshmi,43,Male,0
5183,5183,Kavya,36,Male,0
5184,5184,Pooja,67,Female,0
5185,5185,Venkatesh,50,Female,0
5186,5186,Lakshmi,81,Male,0
5187,5187,Sowmya,51,Female,0
5188,5188,Lakshmi,5,Female,0
5189,5189,Anitha,72,Male,0
5190,5190,Ravi,40,Male,0
5191,5191,Nagaraj,34,Female,0
5192,5192,Sowmya,32,Male,0
5193,5193,Nagaraj,53,Male,0
5194,5194,Geetha,1,Female,0
5195,5195,Venkatesh,2,Female,0
5196,5196,Bhavya,44,Female,0
5197,5197,Pooja,68,Female,0
5198,5198,Manjunath,54,Female,0
5199,5199,Nagaraj,69,Male,0
5200,5200,Deepa,70,Female,0
5201,5201,Pooja,54,Male,0
5202,5202,Venkatesh,51,Female,0
5203,5203,Lakshmi,3,Male,0
5204,5204,Venkatesh,77,Male,0
5205,5205,Venkatesh,31,Male,0
5206,5206,Ravi,82,Female,0
5207,5207,Ravi,33,Female,0
5208,5208,Deepa,34,Male,0
5209,5209,Pooja,68,Male,0
5210,5210,Bhavya,69,Male,0
5211,5211,Lakshmi,44,Male,0
5212,5212,Geetha,32,Male,0
5213,5213,Lakshmi,18,Male,0
5214,5214,Pooja,85,Male,0
5215,5215,Deepa,57,Male,0
5216,5216,Lakshmi,27,Female,0
5217,5217,Kavya,25,Male,0
5218,5218,Lakshmi,7,Male,0
5219,5219,Bhavya,31,Female,0
5220,5220,Manjunath,21,Female,0
5221,5221,Bhavya,7,Male,0
5222,5222,Venkatesh,68,Male,0
5223,5223,Ravi,65,Female,0
5224,5224,Kavya,63,Male,0
5225,5225,Deepa,18,Male,0
5226,5226,Pooja,5,Female,0
5227,5227,Venkatesh,58,Female,0
5228,5228,Anitha,1,Female,0
5229,5229,Geetha,22,Male,0
5230,5230,Lakshmi,20,Female,0
5231,5231,Manjunath,42,Male,0
5232,5232,Anitha,77,Female,0
5233,5233,Kavya,55,Female,0
5234,5234,Geetha,36,Female,0
5235,5235,Deepa,69,Female,0
5236,5236,Officer_005,46,Male,1
5237,5237,Deepa,57,Female,0
5238,5238,Sowmya,29,Female,0
5239,5239,Nagaraj,4,Male,0
5240,5240,Deepa,19,Female,0
5241,5241,Nagaraj,71,Male,0
5242,5242,Sowmya,81,Male,0
5243,5243,Bhavya,85,Female,0
5244,5244,Deepa,66,Male,0
5245,5245,Venkatesh,48,Female,0
5246,5246,Deepa,45,Male,0
5247,5247,Nagaraj,30,Female,0
5248,5248,Deepa,46,Male,0
5249,5249,Geetha,36,Male,0
5250,5250,Sowmya,67,Male,0
5251,5251,Venkatesh,28,Female,0
5252,5252,Deepa,62,Male,0
5253,5253,Kavya,30,Female,0
5254,5254,Nagaraj,83,Male,0
5255,5255,Venkatesh,3,Female,0
5256,5256,Kavya,76,Male,0
5257,5257,Bhavya,50,Female,0
5258,5258,Pooja,6,Female,0
5259,5259,Manjunath,44,Female,0
5260,5260,Pooja,22,Female,0
5261,5261,Bhavya,76,Female,0
5262,5262,Venkatesh,47,Female,0
5263,5263,Kavya,74,Female,0
5264,5264,Ravi,21,Female,0
5265,5265,Anitha,78,Female,0
5266,5266,Bhavya,61,Female,0
5267,5267,Anitha,10,Male,0
5268,5268,Ravi,26,Male,0
5269,5269,Bhavya,85,Female,0
5270,5270,Lakshmi,47,Female,0
5271,5271,Kavya,43,Male,0
5272,5272,Lakshmi,75,Male,0
5273,5273,Geetha,12,Female,0
5274,5274,Anitha,41,Male,0
5275,5275,Venkatesh,22,Male,0
5276,5276,Bhavya,9,Male,0
5277,5277,Bhavya,10,Male,0
5278,5278,Kavya,45,Female,0
5279,5279,Pooja,25,Male,0
5280,5280,Lakshmi,6,Male,0
5281,5281,Kavya,80,Male,0
5282,5282,Anitha,46,Male,0
5283,5283,Kavya,16,Male,0
5284,5284,Ravi,28,Female,0
5285,5285,Nagaraj,27,Male,0
5286,5286,Ravi,73,Female,0
5287,5287,Lakshmi,3,Male,0
5288,5288,Pooja,38,Female,0
5289,5289,Bhavya,0,Female,0
5290,5290,Manjunath,83,Male,0
5291,5291,Deepa,36,Male,0
5292,5292,Deepa,16,Female,0
5293,5293,Sowmya,81,Female,0
5294,5294,Anitha,67,Female,0
5295,5295,Sowmya,59,Female,0
5296,5296,Ravi,54,Female,0
5297,5297,Deepa,14,Male,0
5298,5298,Ravi,28,Male,0
5299,5299,Manjunath,10,Male,0
5300,5300,Ravi,28,Male,0
5301,5301,Bhavya,40,Male,0
5302,5302,Bhavya,20,Male,0
5303,5303,Ravi,51,Male,0
5304,5304,Pooja,81,Male,0
5305,5305,Pooja,6,Female,0
5306,5306,Manjunath,15,Male,0
5307,5307,Ravi,0,Female,0
5308,5308,Deepa,69,Male,0
5309,5309,Anitha,10,Male,0
5310,5310,Lakshmi,20,Male,0
5311,5311,Anitha,79,Male,0
5312,5312,Manjunath,36,Male,0
5313,5313,Kavya,70,Female,0
5314,5314,Sowmya,22,Male,0
5315,5315,Anitha,25,Female,0
5316,5316,Kavya,72,Male,0
5317,5317,Ravi,85,Male,0
5318,5318,Anitha,25,Male,0
5319,5319,Sowmya,2,Male,0
5320,5320,Bhavya,19,Female,0
5321,5321,Ravi,31,Female,0
5322,5322,Manjunath,53,Male,0
5323,5323,Kavya,51,Female,0
5324,5324,Nagaraj,28,Male,0
5325,5325,Manjunath,20,Male,0
5326,5326,Deepa,70,Female,0
5327,5327,Lakshmi,35,Male,0
5328,5328,Kavya,35,Male,0
5329,5329,Kavya,4,Female,0
5330,5330,Venkatesh,12,Male,0
5331,5331,Bhavya,78,Female,0
5332,5332,Ravi,23,Male,0
5333,5333,Lakshmi,22,Male,0
5334,5334,Anitha,1,Male,0
5335,5335,Lakshmi,44,Female,0
5336,5336,Bhavya,63,Female,0
5337,5337,Manjunath,54,Female,0
5338,5338,Pooja,63,Male,0
5339,5339,Nagaraj,50,Male,0
5340,5340,Geetha,37,Female,0
5341,5341,Bhavya,52,Male,0
5342,5342,Kavya,5,Male,0
5343,5343,Manjunath,62,Female,0
5344,5344,Geetha,79,Male,0
5345,5345,Kavya,38,Male,0
5346,5346,Deepa,11,Male,0
5347,5347,Geetha,61,Male,0
5348,5348,Kavya,81,Female,0
5349,5349,Ravi,20,Female,0
5350,5350,Anitha,1,Female,0
5351,5351,Kavya,53,Male,0
5352,5352,Anitha,67,Male,0
5353,5353,Kavya,61,Male,0
5354,5354,Ravi,79,Male,0
5355,5355,Nagaraj,47,Female,0
5356,5356,Lakshmi,74,Female,0
5357,5357,Lakshmi,59,Female,0
5358,5358,Nagaraj,60,Female,0
5359,5359,Kavya,5,Female,0
5360,5360,Deepa,38,Male,0
5361,5361,Geetha,23,Male,0
5362,5362,Ravi,54,Female,0
5363,5363,Nagaraj,23,Male,0
5364,5364,Pooja,76,Male,0
5365,5365,Manjunath,38,Male,0
5366,5366,Geetha,67,Female,0
5367,5367,Lakshmi,53,Male,0
5368,5368,Nagaraj,24,Female,0
5369,5369,Lakshmi,25,Female,0
5370,5370,Sowmya,52,Female,0
5371,5371,Kavya,80,Male,0
5372,5372,Manjunath,53,Male,0
5373,5373,Anitha,31,Male,0
5374,5374,Sowmya,30,Female,0
5375,5375,Anitha,84,Male,0
5376,5376,Lakshmi,67,Male,0
5377,5377,Anitha,3,Male,0
5378,5378,Lakshmi,5,Female,0
5379,5379,Nagaraj,61,Male,0
5380,5380,Geetha,2,Male,0
5381,5381,Bhavya,70,Male,0
5382,5382,Pooja,11,Male,0
5383,5383,Pooja,45,Female,0
5384,5384,Deepa,33,Female,0
5385,5385,Deepa,3,Female,0
5386,5386,Kavya,21,Male,0
5387,5387,Kavya,51,Male,0
5388,5388,Pooja,42,Female,0
5389,5389,Ravi,73,Male,0
5390,5390,Nagaraj,19,Male,0
5391,5391,Bhavya,43,Male,0
5392,5392,Ravi,25,Male,0
5393,5393,Manjunath,6,Male,0
5394,5394,Ravi,79,Female,0
5395,5395,Nagaraj,65,Male,0
5396,5396,Lakshmi,44,Male,0
5397,5397,Anitha,78,Female,0
5398,5398,Kavya,31,Male,0
5399,5399,Geetha,83,Male,0
5400,5400,Deepa,1,Male,0
5401,5401,Anitha,46,Male,0
5402,5402,Anitha,35,Male,0
5403,5403,Ravi,15,Male,0
5404,5404,Bhavya,63,Male,0
5405,5405,Anitha,57,Male,0
5406,5406,Geetha,19,Female,0
5407,5407,Bhavya,24,Female,0
5408,5408,Kavya,69,Female,0
5409,5409,Pooja,74,Male,0
5410,5410,Ravi,32,Female,0
5411,5411,Deepa,5,Female,0
5412,5412,Officer_094,34,Female,1
5413,5413,Anitha,41,Male,0
5414,5414,Venkatesh,54,Male,0
5415,5415,Nagaraj,21,Male,0
5416,5416,Anitha,58,Female,0
5417,5417,Lakshmi,20,Male,0
5418,5418,Kavya,13,Female,0
5419,5419,Nagaraj,82,Male,0
5420,5420,Manjunath,46,Male,0
5421,5421,Nagaraj,75,Female,0
5422,5422,Deepa,77,Female,0
